EXPORT_COUNTER, ZERO, ONE, CRC, FLOWMON_STARTUP_TIME_SEC, FLOWMON_STARTUP_TIME_MSEC, FLOWMON_STARTUP_TIME_USEC, FLOWMON_STARTUP_TIME_NSEC, BYTES, PACKETS, START_SEC, START_MSEC, START_USEC, START_NSEC, END_SEC, END_MSEC, END_USEC, END_NSEC, INPUT_INTERFACE, QUEUE_ID, FLAG_FLUSH, L3_PROTO, L4_PROTO, BYTES_A, PACKETS_A, START_SEC_A, START_MSEC_A, START_USEC_A, START_NSEC_A, END_SEC_A, END_MSEC_A, END_USEC_A, END_NSEC_A, BYTES_B, PACKETS_B, START_SEC_B, START_MSEC_B, START_USEC_B, START_NSEC_B, END_SEC_B, END_MSEC_B, END_USEC_B, END_NSEC_B, L3_IPV4_SRC, L3_IPV4_DST, L3_IPV6_SRC, L3_IPV6_DST, L4_TCP_FLAGS, L4_TCP_FLAGS_A, L4_TCP_FLAGS_B, L4_PORT_SRC, L4_PORT_DST, L4_ICMP_TYPE_CODE, FLAG_MISC, SAMPLING_RATE, SAMPLING_ALGORITHM, MODBUS_UNIT_ID, MODBUS_READ_REQUESTS, MODBUS_WRITE_REQUESTS, MODBUS_DIAGNOSTIC_REQUESTS, MODBUS_OTHER_REQUESTS, MODBUS_UNDEFINED_REQUESTS, MODBUS_SUCCESS_RESPONSES, MODBUS_ERROR_RESPONSES
0, 0,1,13804733603464758206,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,712,12,2023-03-30 21:19:49.735247723,2023-03-30 21:19:49.735247723,2023-03-30 21:19:49.735247723,2023-03-30 21:19:49.735247723,2023-03-30 21:19:51.255702683,2023-03-30 21:19:51.255702683,2023-03-30 21:19:51.255702683,2023-03-30 21:19:51.255702683,0,0,5,4,6,464,8,2023-03-30 21:19:49.735247723,2023-03-30 21:19:49.735247723,2023-03-30 21:19:49.735247723,2023-03-30 21:19:49.735247723,2023-03-30 21:19:51.255702683,2023-03-30 21:19:51.255702683,2023-03-30 21:19:51.255702683,2023-03-30 21:19:51.255702683,248,4,2023-03-30 21:19:49.736038746,2023-03-30 21:19:49.736038746,2023-03-30 21:19:49.736038746,2023-03-30 21:19:49.736038746,2023-03-30 21:19:51.255701222,2023-03-30 21:19:51.255701222,2023-03-30 21:19:51.255701222,2023-03-30 21:19:51.255701222,192.168.88.200,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
1, 0,1,13804733603464758206,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,712,12,2023-03-30 21:20:03.919287372,2023-03-30 21:20:03.919287372,2023-03-30 21:20:03.919287372,2023-03-30 21:20:03.919287372,2023-03-30 21:20:05.436792020,2023-03-30 21:20:05.436792020,2023-03-30 21:20:05.436792020,2023-03-30 21:20:05.436792020,0,0,5,4,6,464,8,2023-03-30 21:20:03.919287372,2023-03-30 21:20:03.919287372,2023-03-30 21:20:03.919287372,2023-03-30 21:20:03.919287372,2023-03-30 21:20:05.436792020,2023-03-30 21:20:05.436792020,2023-03-30 21:20:05.436792020,2023-03-30 21:20:05.436792020,248,4,2023-03-30 21:20:03.920200353,2023-03-30 21:20:03.920200353,2023-03-30 21:20:03.920200353,2023-03-30 21:20:03.920200353,2023-03-30 21:20:05.436790333,2023-03-30 21:20:05.436790333,2023-03-30 21:20:05.436790333,2023-03-30 21:20:05.436790333,192.168.88.200,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
2, 0,1,13804733603464758206,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,712,12,2023-03-30 21:20:18.101540421,2023-03-30 21:20:18.101540421,2023-03-30 21:20:18.101540421,2023-03-30 21:20:18.101540421,2023-03-30 21:20:19.621109289,2023-03-30 21:20:19.621109289,2023-03-30 21:20:19.621109289,2023-03-30 21:20:19.621109289,0,0,5,4,6,464,8,2023-03-30 21:20:18.101540421,2023-03-30 21:20:18.101540421,2023-03-30 21:20:18.101540421,2023-03-30 21:20:18.101540421,2023-03-30 21:20:19.621109289,2023-03-30 21:20:19.621109289,2023-03-30 21:20:19.621109289,2023-03-30 21:20:19.621109289,248,4,2023-03-30 21:20:18.102433067,2023-03-30 21:20:18.102433067,2023-03-30 21:20:18.102433067,2023-03-30 21:20:18.102433067,2023-03-30 21:20:19.621107874,2023-03-30 21:20:19.621107874,2023-03-30 21:20:19.621107874,2023-03-30 21:20:19.621107874,192.168.88.200,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
3, 0,1,17732036128857544588,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,137,1,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,0,0,5,4,17,137,1,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,2023-03-30 21:20:31.073085014,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,192.168.88.1,255.255.255.255,NIL,NIL,NIL,NIL,NIL,5678,5678,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
4, 0,1,9796890175391837722,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,804,4,2023-03-30 21:20:28.324530447,2023-03-30 21:20:28.324530447,2023-03-30 21:20:28.324530447,2023-03-30 21:20:28.324530447,2023-03-30 21:20:31.342955008,2023-03-30 21:20:31.342955008,2023-03-30 21:20:31.342955008,2023-03-30 21:20:31.342955008,0,0,5,4,17,804,4,2023-03-30 21:20:28.324530447,2023-03-30 21:20:28.324530447,2023-03-30 21:20:28.324530447,2023-03-30 21:20:28.324530447,2023-03-30 21:20:31.342955008,2023-03-30 21:20:31.342955008,2023-03-30 21:20:31.342955008,2023-03-30 21:20:31.342955008,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,192.168.88.200,239.255.255.250,NIL,NIL,NIL,NIL,NIL,55201,1900,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
5, 0,1,10818837308906651424,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,27816,452,2023-03-30 21:19:43.605753810,2023-03-30 21:19:43.605753810,2023-03-30 21:19:43.605753810,2023-03-30 21:19:43.605753810,2023-03-30 21:20:42.391745859,2023-03-30 21:20:42.391745859,2023-03-30 21:20:42.391745859,2023-03-30 21:20:42.391745859,0,0,4,4,6,16304,272,2023-03-30 21:19:43.605753810,2023-03-30 21:19:43.605753810,2023-03-30 21:19:43.605753810,2023-03-30 21:19:43.605753810,2023-03-30 21:20:42.391745859,2023-03-30 21:20:42.391745859,2023-03-30 21:20:42.391745859,2023-03-30 21:20:42.391745859,11512,180,2023-03-30 21:19:43.607145070,2023-03-30 21:19:43.607145070,2023-03-30 21:19:43.607145070,2023-03-30 21:19:43.607145070,2023-03-30 21:20:42.344183407,2023-03-30 21:20:42.344183407,2023-03-30 21:20:42.344183407,2023-03-30 21:20:42.344183407,192.168.88.200,192.168.88.252,NIL,NIL,---AP---,---AP---,---AP---,57380,502,NIL,769,0,0,1,4,177,NIL,NIL,NIL,180,NIL
6, 0,1,13804733603464758206,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,534,9,2023-03-30 21:20:32.283799530,2023-03-30 21:20:32.283799530,2023-03-30 21:20:32.283799530,2023-03-30 21:20:32.283799530,2023-03-30 21:20:33.296299008,2023-03-30 21:20:33.296299008,2023-03-30 21:20:33.296299008,2023-03-30 21:20:33.296299008,0,0,5,4,6,348,6,2023-03-30 21:20:32.283799530,2023-03-30 21:20:32.283799530,2023-03-30 21:20:32.283799530,2023-03-30 21:20:32.283799530,2023-03-30 21:20:33.296299008,2023-03-30 21:20:33.296299008,2023-03-30 21:20:33.296299008,2023-03-30 21:20:33.296299008,186,3,2023-03-30 21:20:32.284711907,2023-03-30 21:20:32.284711907,2023-03-30 21:20:32.284711907,2023-03-30 21:20:32.284711907,2023-03-30 21:20:33.296297352,2023-03-30 21:20:33.296297352,2023-03-30 21:20:33.296297352,2023-03-30 21:20:33.296297352,192.168.88.200,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,3,NIL,NIL,NIL,NIL,3,NIL
7, 0,1,11768789151576669133,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,6232,19,2023-03-30 21:19:46.766156668,2023-03-30 21:19:46.766156668,2023-03-30 21:19:46.766156668,2023-03-30 21:19:46.766156668,2023-03-30 21:20:42.693696322,2023-03-30 21:20:42.693696322,2023-03-30 21:20:42.693696322,2023-03-30 21:20:42.693696322,0,0,4,4,17,6232,19,2023-03-30 21:19:46.766156668,2023-03-30 21:19:46.766156668,2023-03-30 21:19:46.766156668,2023-03-30 21:19:46.766156668,2023-03-30 21:20:42.693696322,2023-03-30 21:20:42.693696322,2023-03-30 21:20:42.693696322,2023-03-30 21:20:42.693696322,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,0.0.0.0,255.255.255.255,NIL,NIL,NIL,NIL,NIL,68,67,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
8, 0,1,17172376606672867399,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,21696,351,2023-03-30 21:19:47.123954498,2023-03-30 21:19:47.123954498,2023-03-30 21:19:47.123954498,2023-03-30 21:19:47.123954498,2023-03-30 21:20:47.023987537,2023-03-30 21:20:47.023987537,2023-03-30 21:20:47.023987537,2023-03-30 21:20:47.023987537,0,0,4,4,6,12608,209,2023-03-30 21:19:47.123954498,2023-03-30 21:19:47.123954498,2023-03-30 21:19:47.123954498,2023-03-30 21:19:47.123954498,2023-03-30 21:20:47.023987537,2023-03-30 21:20:47.023987537,2023-03-30 21:20:47.023987537,2023-03-30 21:20:47.023987537,9088,142,2023-03-30 21:19:47.124776129,2023-03-30 21:19:47.124776129,2023-03-30 21:19:47.124776129,2023-03-30 21:19:47.124776129,2023-03-30 21:20:46.980020734,2023-03-30 21:20:46.980020734,2023-03-30 21:20:46.980020734,2023-03-30 21:20:46.980020734,192.168.88.200,192.168.88.254,NIL,NIL,---AP---,---AP---,---AP---,51212,502,NIL,769,0,0,1,NIL,143,NIL,NIL,NIL,142,NIL
9, 0,1,18193276260504694746,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,2023-03-30 21:19:42.984120683,187,1,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,0,0,5,4,17,187,1,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,2023-03-30 21:20:40.960310750,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,192.168.88.200,224.0.0.251,NIL,NIL,NIL,NIL,NIL,5353,5353,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
