EXPORT_COUNTER, ZERO, ONE, CRC, FLOWMON_STARTUP_TIME_SEC, FLOWMON_STARTUP_TIME_MSEC, FLOWMON_STARTUP_TIME_USEC, FLOWMON_STARTUP_TIME_NSEC, BYTES, PACKETS, START_SEC, START_MSEC, START_USEC, START_NSEC, END_SEC, END_MSEC, END_USEC, END_NSEC, INPUT_INTERFACE, QUEUE_ID, FLAG_FLUSH, L3_PROTO, L4_PROTO, BYTES_A, PACKETS_A, START_SEC_A, START_MSEC_A, START_USEC_A, START_NSEC_A, END_SEC_A, END_MSEC_A, END_USEC_A, END_NSEC_A, BYTES_B, PACKETS_B, START_SEC_B, START_MSEC_B, START_USEC_B, START_NSEC_B, END_SEC_B, END_MSEC_B, END_USEC_B, END_NSEC_B, L3_IPV4_SRC, L3_IPV4_DST, L3_IPV6_SRC, L3_IPV6_DST, L4_TCP_FLAGS, L4_TCP_FLAGS_A, L4_TCP_FLAGS_B, L4_PORT_SRC, L4_PORT_DST, L4_ICMP_TYPE_CODE, FLAG_MISC, SAMPLING_RATE, SAMPLING_ALGORITHM, MODBUS_UNIT_ID, MODBUS_READ_REQUESTS, MODBUS_WRITE_REQUESTS, MODBUS_DIAGNOSTIC_REQUESTS, MODBUS_OTHER_REQUESTS, MODBUS_UNDEFINED_REQUESTS, MODBUS_SUCCESS_RESPONSES, MODBUS_ERROR_RESPONSES
0, 0,1,13804733603464758206,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,712,12,2023-03-30 21:19:45.904859208,2023-03-30 21:19:45.904859208,2023-03-30 21:19:45.904859208,2023-03-30 21:19:45.904859208,2023-03-30 21:19:47.427528999,2023-03-30 21:19:47.427528999,2023-03-30 21:19:47.427528999,2023-03-30 21:19:47.427528999,0,0,5,4,6,464,8,2023-03-30 21:19:45.904859208,2023-03-30 21:19:45.904859208,2023-03-30 21:19:45.904859208,2023-03-30 21:19:45.904859208,2023-03-30 21:19:47.427528999,2023-03-30 21:19:47.427528999,2023-03-30 21:19:47.427528999,2023-03-30 21:19:47.427528999,248,4,2023-03-30 21:19:45.906044272,2023-03-30 21:19:45.906044272,2023-03-30 21:19:45.906044272,2023-03-30 21:19:45.906044272,2023-03-30 21:19:47.427449804,2023-03-30 21:19:47.427449804,2023-03-30 21:19:47.427449804,2023-03-30 21:19:47.427449804,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
1, 0,1,13804733603464758206,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,712,12,2023-03-30 21:20:00.104926284,2023-03-30 21:20:00.104926284,2023-03-30 21:20:00.104926284,2023-03-30 21:20:00.104926284,2023-03-30 21:20:01.631134019,2023-03-30 21:20:01.631134019,2023-03-30 21:20:01.631134019,2023-03-30 21:20:01.631134019,0,0,5,4,6,464,8,2023-03-30 21:20:00.104926284,2023-03-30 21:20:00.104926284,2023-03-30 21:20:00.104926284,2023-03-30 21:20:00.104926284,2023-03-30 21:20:01.631134019,2023-03-30 21:20:01.631134019,2023-03-30 21:20:01.631134019,2023-03-30 21:20:01.631134019,248,4,2023-03-30 21:20:00.105861974,2023-03-30 21:20:00.105861974,2023-03-30 21:20:00.105861974,2023-03-30 21:20:00.105861974,2023-03-30 21:20:01.631072291,2023-03-30 21:20:01.631072291,2023-03-30 21:20:01.631072291,2023-03-30 21:20:01.631072291,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
2, 0,1,13804733603464758206,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,712,12,2023-03-30 21:20:14.314904558,2023-03-30 21:20:14.314904558,2023-03-30 21:20:14.314904558,2023-03-30 21:20:14.314904558,2023-03-30 21:20:15.836340695,2023-03-30 21:20:15.836340695,2023-03-30 21:20:15.836340695,2023-03-30 21:20:15.836340695,0,0,5,4,6,464,8,2023-03-30 21:20:14.314904558,2023-03-30 21:20:14.314904558,2023-03-30 21:20:14.314904558,2023-03-30 21:20:14.314904558,2023-03-30 21:20:15.836340695,2023-03-30 21:20:15.836340695,2023-03-30 21:20:15.836340695,2023-03-30 21:20:15.836340695,248,4,2023-03-30 21:20:14.315983481,2023-03-30 21:20:14.315983481,2023-03-30 21:20:14.315983481,2023-03-30 21:20:14.315983481,2023-03-30 21:20:15.836339056,2023-03-30 21:20:15.836339056,2023-03-30 21:20:15.836339056,2023-03-30 21:20:15.836339056,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
3, 0,1,13804733603464758206,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,712,12,2023-03-30 21:20:28.519960061,2023-03-30 21:20:28.519960061,2023-03-30 21:20:28.519960061,2023-03-30 21:20:28.519960061,2023-03-30 21:20:30.045224621,2023-03-30 21:20:30.045224621,2023-03-30 21:20:30.045224621,2023-03-30 21:20:30.045224621,0,0,5,4,6,464,8,2023-03-30 21:20:28.519960061,2023-03-30 21:20:28.519960061,2023-03-30 21:20:28.519960061,2023-03-30 21:20:28.519960061,2023-03-30 21:20:30.045224621,2023-03-30 21:20:30.045224621,2023-03-30 21:20:30.045224621,2023-03-30 21:20:30.045224621,248,4,2023-03-30 21:20:28.520825510,2023-03-30 21:20:28.520825510,2023-03-30 21:20:28.520825510,2023-03-30 21:20:28.520825510,2023-03-30 21:20:30.045144417,2023-03-30 21:20:30.045144417,2023-03-30 21:20:30.045144417,2023-03-30 21:20:30.045144417,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
4, 0,1,17732036128857544588,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,137,1,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,0,0,5,4,17,137,1,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,2023-03-30 21:20:32.054879585,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,192.168.88.1,255.255.255.255,NIL,NIL,NIL,NIL,NIL,5678,5678,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
5, 0,1,13638390941171965930,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,804,4,2023-03-30 21:20:28.931432052,2023-03-30 21:20:28.931432052,2023-03-30 21:20:28.931432052,2023-03-30 21:20:28.931432052,2023-03-30 21:20:31.952728562,2023-03-30 21:20:31.952728562,2023-03-30 21:20:31.952728562,2023-03-30 21:20:31.952728562,0,0,5,4,17,804,4,2023-03-30 21:20:28.931432052,2023-03-30 21:20:28.931432052,2023-03-30 21:20:28.931432052,2023-03-30 21:20:28.931432052,2023-03-30 21:20:31.952728562,2023-03-30 21:20:31.952728562,2023-03-30 21:20:31.952728562,2023-03-30 21:20:31.952728562,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,192.168.88.250,239.255.255.250,NIL,NIL,NIL,NIL,NIL,48858,1900,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
6, 0,1,17172376606672867399,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,21696,351,2023-03-30 21:19:43.288798602,2023-03-30 21:19:43.288798602,2023-03-30 21:19:43.288798602,2023-03-30 21:19:43.288798602,2023-03-30 21:20:43.288694411,2023-03-30 21:20:43.288694411,2023-03-30 21:20:43.288694411,2023-03-30 21:20:43.288694411,0,0,4,4,6,12608,209,2023-03-30 21:19:43.288798602,2023-03-30 21:19:43.288798602,2023-03-30 21:19:43.288798602,2023-03-30 21:19:43.288798602,2023-03-30 21:20:43.288694411,2023-03-30 21:20:43.288694411,2023-03-30 21:20:43.288694411,2023-03-30 21:20:43.288694411,9088,142,2023-03-30 21:19:43.289338965,2023-03-30 21:19:43.289338965,2023-03-30 21:19:43.289338965,2023-03-30 21:19:43.289338965,2023-03-30 21:20:43.244900538,2023-03-30 21:20:43.244900538,2023-03-30 21:20:43.244900538,2023-03-30 21:20:43.244900538,192.168.88.250,192.168.88.254,NIL,NIL,---AP---,---AP---,---AP---,51212,502,NIL,769,0,0,1,NIL,143,NIL,NIL,NIL,142,NIL
7, 0,1,11768789151576669133,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,5248,16,2023-03-30 21:19:43.274832384,2023-03-30 21:19:43.274832384,2023-03-30 21:19:43.274832384,2023-03-30 21:19:43.274832384,2023-03-30 21:20:39.074855542,2023-03-30 21:20:39.074855542,2023-03-30 21:20:39.074855542,2023-03-30 21:20:39.074855542,0,0,4,4,17,5248,16,2023-03-30 21:19:43.274832384,2023-03-30 21:19:43.274832384,2023-03-30 21:19:43.274832384,2023-03-30 21:19:43.274832384,2023-03-30 21:20:39.074855542,2023-03-30 21:20:39.074855542,2023-03-30 21:20:39.074855542,2023-03-30 21:20:39.074855542,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,0.0.0.0,255.255.255.255,NIL,NIL,NIL,NIL,NIL,68,67,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
8, 0,1,10818837308906651424,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,26146,425,2023-03-30 21:19:44.396007584,2023-03-30 21:19:44.396007584,2023-03-30 21:19:44.396007584,2023-03-30 21:19:44.396007584,2023-03-30 21:20:42.231990365,2023-03-30 21:20:42.231990365,2023-03-30 21:20:42.231990365,2023-03-30 21:20:42.231990365,0,0,4,4,6,15340,256,2023-03-30 21:19:44.396007584,2023-03-30 21:19:44.396007584,2023-03-30 21:19:44.396007584,2023-03-30 21:19:44.396007584,2023-03-30 21:20:42.231990365,2023-03-30 21:20:42.231990365,2023-03-30 21:20:42.231990365,2023-03-30 21:20:42.231990365,10806,169,2023-03-30 21:19:44.396936291,2023-03-30 21:19:44.396936291,2023-03-30 21:19:44.396936291,2023-03-30 21:19:44.396936291,2023-03-30 21:20:42.231889389,2023-03-30 21:20:42.231889389,2023-03-30 21:20:42.231889389,2023-03-30 21:20:42.231889389,192.168.88.250,192.168.88.252,NIL,NIL,---AP---,---AP---,---AP---,57380,502,NIL,769,0,0,1,5,165,NIL,NIL,NIL,169,NIL
9, 0,1,13804733603464758206,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,2023-03-30 21:19:42.980759763,712,12,2023-03-30 21:20:42.733131074,2023-03-30 21:20:42.733131074,2023-03-30 21:20:42.733131074,2023-03-30 21:20:42.733131074,2023-03-30 21:20:44.254469195,2023-03-30 21:20:44.254469195,2023-03-30 21:20:44.254469195,2023-03-30 21:20:44.254469195,0,0,5,4,6,464,8,2023-03-30 21:20:42.733131074,2023-03-30 21:20:42.733131074,2023-03-30 21:20:42.733131074,2023-03-30 21:20:42.733131074,2023-03-30 21:20:44.254469195,2023-03-30 21:20:44.254469195,2023-03-30 21:20:44.254469195,2023-03-30 21:20:44.254469195,248,4,2023-03-30 21:20:42.734297968,2023-03-30 21:20:42.734297968,2023-03-30 21:20:42.734297968,2023-03-30 21:20:42.734297968,2023-03-30 21:20:44.254467429,2023-03-30 21:20:44.254467429,2023-03-30 21:20:44.254467429,2023-03-30 21:20:44.254467429,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
