EXPORT_COUNTER, ZERO, ONE, CRC, FLOWMON_STARTUP_TIME_SEC, FLOWMON_STARTUP_TIME_MSEC, FLOWMON_STARTUP_TIME_USEC, FLOWMON_STARTUP_TIME_NSEC, BYTES, PACKETS, START_SEC, START_MSEC, START_USEC, START_NSEC, END_SEC, END_MSEC, END_USEC, END_NSEC, INPUT_INTERFACE, QUEUE_ID, FLAG_FLUSH, L3_PROTO, L4_PROTO, BYTES_A, PACKETS_A, START_SEC_A, START_MSEC_A, START_USEC_A, START_NSEC_A, END_SEC_A, END_MSEC_A, END_USEC_A, END_NSEC_A, BYTES_B, PACKETS_B, START_SEC_B, START_MSEC_B, START_USEC_B, START_NSEC_B, END_SEC_B, END_MSEC_B, END_USEC_B, END_NSEC_B, L3_IPV4_SRC, L3_IPV4_DST, L3_IPV6_SRC, L3_IPV6_DST, L4_TCP_FLAGS, L4_TCP_FLAGS_A, L4_TCP_FLAGS_B, L4_PORT_SRC, L4_PORT_DST, L4_ICMP_TYPE_CODE, FLAG_MISC, SAMPLING_RATE, SAMPLING_ALGORITHM, MODBUS_UNIT_ID, MODBUS_READ_REQUESTS, MODBUS_WRITE_REQUESTS, MODBUS_DIAGNOSTIC_REQUESTS, MODBUS_OTHER_REQUESTS, MODBUS_UNDEFINED_REQUESTS, MODBUS_SUCCESS_RESPONSES, MODBUS_ERROR_RESPONSES
0, 0,1,13804733603464758206,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,712,12,2023-03-30 21:19:53.919847932,2023-03-30 21:19:53.919847932,2023-03-30 21:19:53.919847932,2023-03-30 21:19:53.919847932,2023-03-30 21:19:55.445707779,2023-03-30 21:19:55.445707779,2023-03-30 21:19:55.445707779,2023-03-30 21:19:55.445707779,0,0,5,4,6,464,8,2023-03-30 21:19:53.919847932,2023-03-30 21:19:53.919847932,2023-03-30 21:19:53.919847932,2023-03-30 21:19:53.919847932,2023-03-30 21:19:55.445707779,2023-03-30 21:19:55.445707779,2023-03-30 21:19:55.445707779,2023-03-30 21:19:55.445707779,248,4,2023-03-30 21:19:53.920706138,2023-03-30 21:19:53.920706138,2023-03-30 21:19:53.920706138,2023-03-30 21:19:53.920706138,2023-03-30 21:19:55.445706786,2023-03-30 21:19:55.445706786,2023-03-30 21:19:55.445706786,2023-03-30 21:19:55.445706786,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
1, 0,1,13804733603464758206,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,712,12,2023-03-30 21:20:08.125730887,2023-03-30 21:20:08.125730887,2023-03-30 21:20:08.125730887,2023-03-30 21:20:08.125730887,2023-03-30 21:20:09.650683084,2023-03-30 21:20:09.650683084,2023-03-30 21:20:09.650683084,2023-03-30 21:20:09.650683084,0,0,5,4,6,464,8,2023-03-30 21:20:08.125730887,2023-03-30 21:20:08.125730887,2023-03-30 21:20:08.125730887,2023-03-30 21:20:08.125730887,2023-03-30 21:20:09.650683084,2023-03-30 21:20:09.650683084,2023-03-30 21:20:09.650683084,2023-03-30 21:20:09.650683084,248,4,2023-03-30 21:20:08.126916573,2023-03-30 21:20:08.126916573,2023-03-30 21:20:08.126916573,2023-03-30 21:20:08.126916573,2023-03-30 21:20:09.650681296,2023-03-30 21:20:09.650681296,2023-03-30 21:20:09.650681296,2023-03-30 21:20:09.650681296,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
2, 0,1,13804733603464758206,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,712,12,2023-03-30 21:20:22.334167870,2023-03-30 21:20:22.334167870,2023-03-30 21:20:22.334167870,2023-03-30 21:20:22.334167870,2023-03-30 21:20:23.857851678,2023-03-30 21:20:23.857851678,2023-03-30 21:20:23.857851678,2023-03-30 21:20:23.857851678,0,0,5,4,6,464,8,2023-03-30 21:20:22.334167870,2023-03-30 21:20:22.334167870,2023-03-30 21:20:22.334167870,2023-03-30 21:20:22.334167870,2023-03-30 21:20:23.857851678,2023-03-30 21:20:23.857851678,2023-03-30 21:20:23.857851678,2023-03-30 21:20:23.857851678,248,4,2023-03-30 21:20:22.335144838,2023-03-30 21:20:22.335144838,2023-03-30 21:20:22.335144838,2023-03-30 21:20:22.335144838,2023-03-30 21:20:23.857771005,2023-03-30 21:20:23.857771005,2023-03-30 21:20:23.857771005,2023-03-30 21:20:23.857771005,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
3, 0,1,10818837308906651424,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,27816,452,2023-03-30 21:19:43.255164931,2023-03-30 21:19:43.255164931,2023-03-30 21:19:43.255164931,2023-03-30 21:19:43.255164931,2023-03-30 21:20:42.640734940,2023-03-30 21:20:42.640734940,2023-03-30 21:20:42.640734940,2023-03-30 21:20:42.640734940,0,0,4,4,6,16304,272,2023-03-30 21:19:43.255164931,2023-03-30 21:19:43.255164931,2023-03-30 21:19:43.255164931,2023-03-30 21:19:43.255164931,2023-03-30 21:20:42.640734940,2023-03-30 21:20:42.640734940,2023-03-30 21:20:42.640734940,2023-03-30 21:20:42.640734940,11512,180,2023-03-30 21:19:43.258660570,2023-03-30 21:19:43.258660570,2023-03-30 21:19:43.258660570,2023-03-30 21:19:43.258660570,2023-03-30 21:20:42.599897408,2023-03-30 21:20:42.599897408,2023-03-30 21:20:42.599897408,2023-03-30 21:20:42.599897408,192.168.88.250,192.168.88.252,NIL,NIL,---AP---,---AP---,---AP---,57380,502,NIL,769,0,0,1,4,177,NIL,NIL,NIL,180,NIL
4, 0,1,14887032293890073993,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,804,4,2023-03-30 21:20:28.791567749,2023-03-30 21:20:28.791567749,2023-03-30 21:20:28.791567749,2023-03-30 21:20:28.791567749,2023-03-30 21:20:31.812618656,2023-03-30 21:20:31.812618656,2023-03-30 21:20:31.812618656,2023-03-30 21:20:31.812618656,0,0,5,4,17,804,4,2023-03-30 21:20:28.791567749,2023-03-30 21:20:28.791567749,2023-03-30 21:20:28.791567749,2023-03-30 21:20:28.791567749,2023-03-30 21:20:31.812618656,2023-03-30 21:20:31.812618656,2023-03-30 21:20:31.812618656,2023-03-30 21:20:31.812618656,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,192.168.88.250,239.255.255.250,NIL,NIL,NIL,NIL,NIL,56295,1900,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
5, 0,1,17732036128857544588,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,137,1,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,0,0,5,4,17,137,1,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,2023-03-30 21:20:31.744067406,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,192.168.88.1,255.255.255.255,NIL,NIL,NIL,NIL,NIL,5678,5678,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
6, 0,1,11768789151576669133,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,5904,18,2023-03-30 21:19:43.432452865,2023-03-30 21:19:43.432452865,2023-03-30 21:19:43.432452865,2023-03-30 21:19:43.432452865,2023-03-30 21:20:38.567565537,2023-03-30 21:20:38.567565537,2023-03-30 21:20:38.567565537,2023-03-30 21:20:38.567565537,0,0,4,4,17,5904,18,2023-03-30 21:19:43.432452865,2023-03-30 21:19:43.432452865,2023-03-30 21:19:43.432452865,2023-03-30 21:19:43.432452865,2023-03-30 21:20:38.567565537,2023-03-30 21:20:38.567565537,2023-03-30 21:20:38.567565537,2023-03-30 21:20:38.567565537,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,0.0.0.0,255.255.255.255,NIL,NIL,NIL,NIL,NIL,68,67,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
7, 0,1,13804733603464758206,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,712,12,2023-03-30 21:20:36.536062563,2023-03-30 21:20:36.536062563,2023-03-30 21:20:36.536062563,2023-03-30 21:20:36.536062563,2023-03-30 21:20:38.059340224,2023-03-30 21:20:38.059340224,2023-03-30 21:20:38.059340224,2023-03-30 21:20:38.059340224,0,0,5,4,6,464,8,2023-03-30 21:20:36.536062563,2023-03-30 21:20:36.536062563,2023-03-30 21:20:36.536062563,2023-03-30 21:20:36.536062563,2023-03-30 21:20:38.059340224,2023-03-30 21:20:38.059340224,2023-03-30 21:20:38.059340224,2023-03-30 21:20:38.059340224,248,4,2023-03-30 21:20:36.536816158,2023-03-30 21:20:36.536816158,2023-03-30 21:20:36.536816158,2023-03-30 21:20:36.536816158,2023-03-30 21:20:38.059260918,2023-03-30 21:20:38.059260918,2023-03-30 21:20:38.059260918,2023-03-30 21:20:38.059260918,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
8, 0,1,17172376606672867399,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,21696,351,2023-03-30 21:19:51.304853395,2023-03-30 21:19:51.304853395,2023-03-30 21:19:51.304853395,2023-03-30 21:19:51.304853395,2023-03-30 21:20:51.300652002,2023-03-30 21:20:51.300652002,2023-03-30 21:20:51.300652002,2023-03-30 21:20:51.300652002,0,0,4,4,6,12608,209,2023-03-30 21:19:51.304853395,2023-03-30 21:19:51.304853395,2023-03-30 21:19:51.304853395,2023-03-30 21:19:51.304853395,2023-03-30 21:20:51.300652002,2023-03-30 21:20:51.300652002,2023-03-30 21:20:51.300652002,2023-03-30 21:20:51.300652002,9088,142,2023-03-30 21:19:51.305780624,2023-03-30 21:19:51.305780624,2023-03-30 21:19:51.305780624,2023-03-30 21:19:51.305780624,2023-03-30 21:20:51.259601162,2023-03-30 21:20:51.259601162,2023-03-30 21:20:51.259601162,2023-03-30 21:20:51.259601162,192.168.88.250,192.168.88.254,NIL,NIL,---AP---,---AP---,---AP---,51212,502,NIL,769,0,0,1,NIL,143,NIL,NIL,NIL,142,NIL
9, 0,1,13804733603464758206,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,2023-03-30 21:19:42.948514896,712,12,2023-03-30 21:20:50.745407085,2023-03-30 21:20:50.745407085,2023-03-30 21:20:50.745407085,2023-03-30 21:20:50.745407085,2023-03-30 21:20:52.271862607,2023-03-30 21:20:52.271862607,2023-03-30 21:20:52.271862607,2023-03-30 21:20:52.271862607,0,0,5,4,6,464,8,2023-03-30 21:20:50.745407085,2023-03-30 21:20:50.745407085,2023-03-30 21:20:50.745407085,2023-03-30 21:20:50.745407085,2023-03-30 21:20:52.271862607,2023-03-30 21:20:52.271862607,2023-03-30 21:20:52.271862607,2023-03-30 21:20:52.271862607,248,4,2023-03-30 21:20:50.746334433,2023-03-30 21:20:50.746334433,2023-03-30 21:20:50.746334433,2023-03-30 21:20:50.746334433,2023-03-30 21:20:52.271780868,2023-03-30 21:20:52.271780868,2023-03-30 21:20:52.271780868,2023-03-30 21:20:52.271780868,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
