EXPORT_COUNTER, ZERO, ONE, CRC, FLOWMON_STARTUP_TIME_SEC, FLOWMON_STARTUP_TIME_MSEC, FLOWMON_STARTUP_TIME_USEC, FLOWMON_STARTUP_TIME_NSEC, BYTES, PACKETS, START_SEC, START_MSEC, START_USEC, START_NSEC, END_SEC, END_MSEC, END_USEC, END_NSEC, INPUT_INTERFACE, QUEUE_ID, FLAG_FLUSH, L3_PROTO, L4_PROTO, BYTES_A, PACKETS_A, START_SEC_A, START_MSEC_A, START_USEC_A, START_NSEC_A, END_SEC_A, END_MSEC_A, END_USEC_A, END_NSEC_A, BYTES_B, PACKETS_B, START_SEC_B, START_MSEC_B, START_USEC_B, START_NSEC_B, END_SEC_B, END_MSEC_B, END_USEC_B, END_NSEC_B, L3_IPV4_SRC, L3_IPV4_DST, L3_IPV6_SRC, L3_IPV6_DST, L4_TCP_FLAGS, L4_TCP_FLAGS_A, L4_TCP_FLAGS_B, L4_PORT_SRC, L4_PORT_DST, L4_ICMP_TYPE_CODE, FLAG_MISC, SAMPLING_RATE, SAMPLING_ALGORITHM, MODBUS_UNIT_ID, MODBUS_READ_REQUESTS, MODBUS_WRITE_REQUESTS, MODBUS_DIAGNOSTIC_REQUESTS, MODBUS_OTHER_REQUESTS, MODBUS_UNDEFINED_REQUESTS, MODBUS_SUCCESS_RESPONSES, MODBUS_ERROR_RESPONSES
0, 0,1,13804733603464758206,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,712,12,2023-03-30 21:19:44.825513105,2023-03-30 21:19:44.825513105,2023-03-30 21:19:44.825513105,2023-03-30 21:19:44.825513105,2023-03-30 21:19:46.351552625,2023-03-30 21:19:46.351552625,2023-03-30 21:19:46.351552625,2023-03-30 21:19:46.351552625,0,0,5,4,6,464,8,2023-03-30 21:19:44.825513105,2023-03-30 21:19:44.825513105,2023-03-30 21:19:44.825513105,2023-03-30 21:19:44.825513105,2023-03-30 21:19:46.351552625,2023-03-30 21:19:46.351552625,2023-03-30 21:19:46.351552625,2023-03-30 21:19:46.351552625,248,4,2023-03-30 21:19:44.826711887,2023-03-30 21:19:44.826711887,2023-03-30 21:19:44.826711887,2023-03-30 21:19:44.826711887,2023-03-30 21:19:46.351551156,2023-03-30 21:19:46.351551156,2023-03-30 21:19:46.351551156,2023-03-30 21:19:46.351551156,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
1, 0,1,13804733603464758206,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,712,12,2023-03-30 21:19:59.039876605,2023-03-30 21:19:59.039876605,2023-03-30 21:19:59.039876605,2023-03-30 21:19:59.039876605,2023-03-30 21:20:00.563851328,2023-03-30 21:20:00.563851328,2023-03-30 21:20:00.563851328,2023-03-30 21:20:00.563851328,0,0,5,4,6,464,8,2023-03-30 21:19:59.039876605,2023-03-30 21:19:59.039876605,2023-03-30 21:19:59.039876605,2023-03-30 21:19:59.039876605,2023-03-30 21:20:00.563851328,2023-03-30 21:20:00.563851328,2023-03-30 21:20:00.563851328,2023-03-30 21:20:00.563851328,248,4,2023-03-30 21:19:59.040862046,2023-03-30 21:19:59.040862046,2023-03-30 21:19:59.040862046,2023-03-30 21:19:59.040862046,2023-03-30 21:20:00.563769891,2023-03-30 21:20:00.563769891,2023-03-30 21:20:00.563769891,2023-03-30 21:20:00.563769891,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
2, 0,1,13804733603464758206,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,712,12,2023-03-30 21:20:13.250831128,2023-03-30 21:20:13.250831128,2023-03-30 21:20:13.250831128,2023-03-30 21:20:13.250831128,2023-03-30 21:20:14.774243873,2023-03-30 21:20:14.774243873,2023-03-30 21:20:14.774243873,2023-03-30 21:20:14.774243873,0,0,5,4,6,464,8,2023-03-30 21:20:13.250831128,2023-03-30 21:20:13.250831128,2023-03-30 21:20:13.250831128,2023-03-30 21:20:13.250831128,2023-03-30 21:20:14.774243873,2023-03-30 21:20:14.774243873,2023-03-30 21:20:14.774243873,2023-03-30 21:20:14.774243873,248,4,2023-03-30 21:20:13.251902083,2023-03-30 21:20:13.251902083,2023-03-30 21:20:13.251902083,2023-03-30 21:20:13.251902083,2023-03-30 21:20:14.774163389,2023-03-30 21:20:14.774163389,2023-03-30 21:20:14.774163389,2023-03-30 21:20:14.774163389,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
3, 0,1,13804733603464758206,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,712,12,2023-03-30 21:20:27.458520563,2023-03-30 21:20:27.458520563,2023-03-30 21:20:27.458520563,2023-03-30 21:20:27.458520563,2023-03-30 21:20:28.982766504,2023-03-30 21:20:28.982766504,2023-03-30 21:20:28.982766504,2023-03-30 21:20:28.982766504,0,0,5,4,6,464,8,2023-03-30 21:20:27.458520563,2023-03-30 21:20:27.458520563,2023-03-30 21:20:27.458520563,2023-03-30 21:20:27.458520563,2023-03-30 21:20:28.982766504,2023-03-30 21:20:28.982766504,2023-03-30 21:20:28.982766504,2023-03-30 21:20:28.982766504,248,4,2023-03-30 21:20:27.459462982,2023-03-30 21:20:27.459462982,2023-03-30 21:20:27.459462982,2023-03-30 21:20:27.459462982,2023-03-30 21:20:28.982680233,2023-03-30 21:20:28.982680233,2023-03-30 21:20:28.982680233,2023-03-30 21:20:28.982680233,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
4, 0,1,17732036128857544588,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,137,1,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,0,0,5,4,17,137,1,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,2023-03-30 21:20:30.615385967,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,192.168.88.1,255.255.255.255,NIL,NIL,NIL,NIL,NIL,5678,5678,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
5, 0,1,17172376606672867399,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,22572,365,2023-03-30 21:19:43.316283119,2023-03-30 21:19:43.316283119,2023-03-30 21:19:43.316283119,2023-03-30 21:19:43.316283119,2023-03-30 21:20:43.238369517,2023-03-30 21:20:43.238369517,2023-03-30 21:20:43.238369517,2023-03-30 21:20:43.238369517,0,0,4,4,6,13100,217,2023-03-30 21:19:43.316283119,2023-03-30 21:19:43.316283119,2023-03-30 21:19:43.316283119,2023-03-30 21:19:43.316283119,2023-03-30 21:20:43.238369517,2023-03-30 21:20:43.238369517,2023-03-30 21:20:43.238369517,2023-03-30 21:20:43.238369517,9472,148,2023-03-30 21:19:43.317326489,2023-03-30 21:19:43.317326489,2023-03-30 21:19:43.317326489,2023-03-30 21:19:43.317326489,2023-03-30 21:20:43.195633106,2023-03-30 21:20:43.195633106,2023-03-30 21:20:43.195633106,2023-03-30 21:20:43.195633106,192.168.88.250,192.168.88.254,NIL,NIL,---AP---,---AP---,---AP---,51212,502,NIL,769,0,0,1,NIL,149,NIL,NIL,NIL,148,NIL
6, 0,1,10818837308906651424,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,26146,425,2023-03-30 21:19:43.317569125,2023-03-30 21:19:43.317569125,2023-03-30 21:19:43.317569125,2023-03-30 21:19:43.317569125,2023-03-30 21:20:41.166857570,2023-03-30 21:20:41.166857570,2023-03-30 21:20:41.166857570,2023-03-30 21:20:41.166857570,0,0,4,4,6,15340,256,2023-03-30 21:19:43.317569125,2023-03-30 21:19:43.317569125,2023-03-30 21:19:43.317569125,2023-03-30 21:19:43.317569125,2023-03-30 21:20:41.166857570,2023-03-30 21:20:41.166857570,2023-03-30 21:20:41.166857570,2023-03-30 21:20:41.166857570,10806,169,2023-03-30 21:19:43.318369408,2023-03-30 21:19:43.318369408,2023-03-30 21:19:43.318369408,2023-03-30 21:19:43.318369408,2023-03-30 21:20:41.166779564,2023-03-30 21:20:41.166779564,2023-03-30 21:20:41.166779564,2023-03-30 21:20:41.166779564,192.168.88.250,192.168.88.252,NIL,NIL,---AP---,---AP---,---AP---,57380,502,NIL,769,0,0,1,5,165,NIL,NIL,NIL,169,NIL
7, 0,1,11768789151576669133,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,5576,17,2023-03-30 21:19:46.339815259,2023-03-30 21:19:46.339815259,2023-03-30 21:19:46.339815259,2023-03-30 21:19:46.339815259,2023-03-30 21:20:41.292889801,2023-03-30 21:20:41.292889801,2023-03-30 21:20:41.292889801,2023-03-30 21:20:41.292889801,0,0,4,4,17,5576,17,2023-03-30 21:19:46.339815259,2023-03-30 21:19:46.339815259,2023-03-30 21:19:46.339815259,2023-03-30 21:19:46.339815259,2023-03-30 21:20:41.292889801,2023-03-30 21:20:41.292889801,2023-03-30 21:20:41.292889801,2023-03-30 21:20:41.292889801,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,0.0.0.0,255.255.255.255,NIL,NIL,NIL,NIL,NIL,68,67,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
8, 0,1,13804733603464758206,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,712,12,2023-03-30 21:20:41.668062390,2023-03-30 21:20:41.668062390,2023-03-30 21:20:41.668062390,2023-03-30 21:20:41.668062390,2023-03-30 21:20:43.191046244,2023-03-30 21:20:43.191046244,2023-03-30 21:20:43.191046244,2023-03-30 21:20:43.191046244,0,0,5,4,6,464,8,2023-03-30 21:20:41.668062390,2023-03-30 21:20:41.668062390,2023-03-30 21:20:41.668062390,2023-03-30 21:20:41.668062390,2023-03-30 21:20:43.191046244,2023-03-30 21:20:43.191046244,2023-03-30 21:20:43.191046244,2023-03-30 21:20:43.191046244,248,4,2023-03-30 21:20:41.669134098,2023-03-30 21:20:41.669134098,2023-03-30 21:20:41.669134098,2023-03-30 21:20:41.669134098,2023-03-30 21:20:43.190965633,2023-03-30 21:20:43.190965633,2023-03-30 21:20:43.190965633,2023-03-30 21:20:43.190965633,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
9, 0,1,13804733603464758206,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,2023-03-30 21:19:42.963266115,712,12,2023-03-30 21:20:55.877922853,2023-03-30 21:20:55.877922853,2023-03-30 21:20:55.877922853,2023-03-30 21:20:55.877922853,2023-03-30 21:20:57.404116797,2023-03-30 21:20:57.404116797,2023-03-30 21:20:57.404116797,2023-03-30 21:20:57.404116797,0,0,5,4,6,464,8,2023-03-30 21:20:55.877922853,2023-03-30 21:20:55.877922853,2023-03-30 21:20:55.877922853,2023-03-30 21:20:55.877922853,2023-03-30 21:20:57.404116797,2023-03-30 21:20:57.404116797,2023-03-30 21:20:57.404116797,2023-03-30 21:20:57.404116797,248,4,2023-03-30 21:20:55.879131506,2023-03-30 21:20:55.879131506,2023-03-30 21:20:55.879131506,2023-03-30 21:20:55.879131506,2023-03-30 21:20:57.404035640,2023-03-30 21:20:57.404035640,2023-03-30 21:20:57.404035640,2023-03-30 21:20:57.404035640,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,55182,502,NIL,769,0,0,1,4,NIL,NIL,NIL,NIL,4,NIL
