EXPORT_COUNTER, ZERO, ONE, CRC, FLOWMON_STARTUP_TIME_SEC, FLOWMON_STARTUP_TIME_MSEC, FLOWMON_STARTUP_TIME_USEC, FLOWMON_STARTUP_TIME_NSEC, BYTES, PACKETS, START_SEC, START_MSEC, START_USEC, START_NSEC, END_SEC, END_MSEC, END_USEC, END_NSEC, INPUT_INTERFACE, QUEUE_ID, FLAG_FLUSH, L3_PROTO, L4_PROTO, BYTES_A, PACKETS_A, START_SEC_A, START_MSEC_A, START_USEC_A, START_NSEC_A, END_SEC_A, END_MSEC_A, END_USEC_A, END_NSEC_A, BYTES_B, PACKETS_B, START_SEC_B, START_MSEC_B, START_USEC_B, START_NSEC_B, END_SEC_B, END_MSEC_B, END_USEC_B, END_NSEC_B, L3_IPV4_SRC, L3_IPV4_DST, L3_IPV6_SRC, L3_IPV6_DST, L4_TCP_FLAGS, L4_TCP_FLAGS_A, L4_TCP_FLAGS_B, L4_PORT_SRC, L4_PORT_DST, L4_ICMP_TYPE_CODE, FLAG_MISC, SAMPLING_RATE, SAMPLING_ALGORITHM, MODBUS_UNIT_ID, MODBUS_READ_REQUESTS, MODBUS_WRITE_REQUESTS, MODBUS_DIAGNOSTIC_REQUESTS, MODBUS_OTHER_REQUESTS, MODBUS_UNDEFINED_REQUESTS, MODBUS_SUCCESS_RESPONSES, MODBUS_ERROR_RESPONSES
0, 0,1,13138386661141065700,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,1232,20,2023-03-30 21:19:48.468160331,2023-03-30 21:19:48.468160331,2023-03-30 21:19:48.468160331,2023-03-30 21:19:48.468160331,2023-03-30 21:19:48.568550769,2023-03-30 21:19:48.568550769,2023-03-30 21:19:48.568550769,2023-03-30 21:19:48.568550769,0,0,5,4,6,720,12,2023-03-30 21:19:48.468160331,2023-03-30 21:19:48.468160331,2023-03-30 21:19:48.468160331,2023-03-30 21:19:48.468160331,2023-03-30 21:19:48.568550769,2023-03-30 21:19:48.568550769,2023-03-30 21:19:48.568550769,2023-03-30 21:19:48.568550769,512,8,2023-03-30 21:19:48.469061230,2023-03-30 21:19:48.469061230,2023-03-30 21:19:48.469061230,2023-03-30 21:19:48.469061230,2023-03-30 21:19:48.526083458,2023-03-30 21:19:48.526083458,2023-03-30 21:19:48.526083458,2023-03-30 21:19:48.526083458,192.168.88.250,192.168.88.254,NIL,NIL,---AP---,---AP---,---AP---,34152,502,NIL,769,0,0,1,NIL,8,NIL,NIL,NIL,8,NIL
1, 0,1,10076670331643175062,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,32876,529,2023-03-30 21:19:55.637964875,2023-03-30 21:19:55.637964875,2023-03-30 21:19:55.637964875,2023-03-30 21:19:55.637964875,2023-03-30 21:20:00.308190835,2023-03-30 21:20:00.308190835,2023-03-30 21:20:00.308190835,2023-03-30 21:20:00.308190835,0,0,5,4,6,18796,309,2023-03-30 21:19:55.637964875,2023-03-30 21:19:55.637964875,2023-03-30 21:19:55.637964875,2023-03-30 21:19:55.637964875,2023-03-30 21:20:00.308190835,2023-03-30 21:20:00.308190835,2023-03-30 21:20:00.308190835,2023-03-30 21:20:00.308190835,14080,220,2023-03-30 21:19:55.638882603,2023-03-30 21:19:55.638882603,2023-03-30 21:19:55.638882603,2023-03-30 21:19:55.638882603,2023-03-30 21:20:00.308002751,2023-03-30 21:20:00.308002751,2023-03-30 21:20:00.308002751,2023-03-30 21:20:00.308002751,192.168.88.250,192.168.88.252,NIL,NIL,---AP---,---AP---,---AP---,54458,502,NIL,769,0,0,1,NIL,220,NIL,NIL,NIL,220,NIL
2, 0,1,17547548450214135100,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,8008,130,2023-03-30 21:19:43.226806723,2023-03-30 21:19:43.226806723,2023-03-30 21:19:43.226806723,2023-03-30 21:19:43.226806723,2023-03-30 21:20:06.712562238,2023-03-30 21:20:06.712562238,2023-03-30 21:20:06.712562238,2023-03-30 21:20:06.712562238,0,0,5,4,6,4680,78,2023-03-30 21:19:43.226806723,2023-03-30 21:19:43.226806723,2023-03-30 21:19:43.226806723,2023-03-30 21:19:43.226806723,2023-03-30 21:20:06.712562238,2023-03-30 21:20:06.712562238,2023-03-30 21:20:06.712562238,2023-03-30 21:20:06.712562238,3328,52,2023-03-30 21:19:43.227688849,2023-03-30 21:19:43.227688849,2023-03-30 21:19:43.227688849,2023-03-30 21:19:43.227688849,2023-03-30 21:20:06.667942777,2023-03-30 21:20:06.667942777,2023-03-30 21:20:06.667942777,2023-03-30 21:20:06.667942777,192.168.88.250,192.168.88.251,NIL,NIL,---AP---,---AP---,---AP---,49760,502,NIL,769,0,0,1,NIL,52,NIL,NIL,NIL,52,NIL
3, 0,1,13138386661141065700,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,1232,20,2023-03-30 21:20:06.556185368,2023-03-30 21:20:06.556185368,2023-03-30 21:20:06.556185368,2023-03-30 21:20:06.556185368,2023-03-30 21:20:06.656505315,2023-03-30 21:20:06.656505315,2023-03-30 21:20:06.656505315,2023-03-30 21:20:06.656505315,0,0,5,4,6,720,12,2023-03-30 21:20:06.556185368,2023-03-30 21:20:06.556185368,2023-03-30 21:20:06.556185368,2023-03-30 21:20:06.556185368,2023-03-30 21:20:06.656505315,2023-03-30 21:20:06.656505315,2023-03-30 21:20:06.656505315,2023-03-30 21:20:06.656505315,512,8,2023-03-30 21:20:06.557029690,2023-03-30 21:20:06.557029690,2023-03-30 21:20:06.557029690,2023-03-30 21:20:06.557029690,2023-03-30 21:20:06.613815190,2023-03-30 21:20:06.613815190,2023-03-30 21:20:06.613815190,2023-03-30 21:20:06.613815190,192.168.88.250,192.168.88.254,NIL,NIL,---AP---,---AP---,---AP---,34152,502,NIL,769,0,0,1,NIL,8,NIL,NIL,NIL,8,NIL
4, 0,1,10076670331643175062,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,29892,481,2023-03-30 21:20:13.726021617,2023-03-30 21:20:13.726021617,2023-03-30 21:20:13.726021617,2023-03-30 21:20:13.726021617,2023-03-30 21:20:17.981009423,2023-03-30 21:20:17.981009423,2023-03-30 21:20:17.981009423,2023-03-30 21:20:17.981009423,0,0,5,4,6,17092,281,2023-03-30 21:20:13.726021617,2023-03-30 21:20:13.726021617,2023-03-30 21:20:13.726021617,2023-03-30 21:20:13.726021617,2023-03-30 21:20:17.981009423,2023-03-30 21:20:17.981009423,2023-03-30 21:20:17.981009423,2023-03-30 21:20:17.981009423,12800,200,2023-03-30 21:20:13.726883840,2023-03-30 21:20:13.726883840,2023-03-30 21:20:13.726883840,2023-03-30 21:20:13.726883840,2023-03-30 21:20:17.980866106,2023-03-30 21:20:17.980866106,2023-03-30 21:20:17.980866106,2023-03-30 21:20:17.980866106,192.168.88.250,192.168.88.252,NIL,NIL,---AP---,---AP---,---AP---,54458,502,NIL,769,0,0,1,NIL,200,NIL,NIL,NIL,200,NIL
5, 0,1,13138386661141065700,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,1232,20,2023-03-30 21:20:24.228611645,2023-03-30 21:20:24.228611645,2023-03-30 21:20:24.228611645,2023-03-30 21:20:24.228611645,2023-03-30 21:20:24.332564219,2023-03-30 21:20:24.332564219,2023-03-30 21:20:24.332564219,2023-03-30 21:20:24.332564219,0,0,5,4,6,720,12,2023-03-30 21:20:24.228611645,2023-03-30 21:20:24.228611645,2023-03-30 21:20:24.228611645,2023-03-30 21:20:24.228611645,2023-03-30 21:20:24.332564219,2023-03-30 21:20:24.332564219,2023-03-30 21:20:24.332564219,2023-03-30 21:20:24.332564219,512,8,2023-03-30 21:20:24.229536215,2023-03-30 21:20:24.229536215,2023-03-30 21:20:24.229536215,2023-03-30 21:20:24.229536215,2023-03-30 21:20:24.286624820,2023-03-30 21:20:24.286624820,2023-03-30 21:20:24.286624820,2023-03-30 21:20:24.286624820,192.168.88.250,192.168.88.254,NIL,NIL,---AP---,---AP---,---AP---,34152,502,NIL,769,0,0,1,NIL,8,NIL,NIL,NIL,8,NIL
6, 0,1,17732036128857544588,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,137,1,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,0,0,5,4,17,137,1,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,2023-03-30 21:20:38.006768968,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,192.168.88.1,255.255.255.255,NIL,NIL,NIL,NIL,NIL,5678,5678,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
7, 0,1,10076670331643175062,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,33622,541,2023-03-30 21:20:31.399337441,2023-03-30 21:20:31.399337441,2023-03-30 21:20:31.399337441,2023-03-30 21:20:31.399337441,2023-03-30 21:20:36.174109470,2023-03-30 21:20:36.174109470,2023-03-30 21:20:36.174109470,2023-03-30 21:20:36.174109470,0,0,5,4,6,19222,316,2023-03-30 21:20:31.399337441,2023-03-30 21:20:31.399337441,2023-03-30 21:20:31.399337441,2023-03-30 21:20:31.399337441,2023-03-30 21:20:36.174109470,2023-03-30 21:20:36.174109470,2023-03-30 21:20:36.174109470,2023-03-30 21:20:36.174109470,14400,225,2023-03-30 21:20:31.400142387,2023-03-30 21:20:31.400142387,2023-03-30 21:20:31.400142387,2023-03-30 21:20:31.400142387,2023-03-30 21:20:36.173903281,2023-03-30 21:20:36.173903281,2023-03-30 21:20:36.173903281,2023-03-30 21:20:36.173903281,192.168.88.250,192.168.88.252,NIL,NIL,---AP---,---AP---,---AP---,54458,502,NIL,769,0,0,1,NIL,225,NIL,NIL,NIL,225,NIL
8, 0,1,11768789151576669133,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,5576,17,2023-03-30 21:19:45.683073389,2023-03-30 21:19:45.683073389,2023-03-30 21:19:45.683073389,2023-03-30 21:19:45.683073389,2023-03-30 21:20:42.455193057,2023-03-30 21:20:42.455193057,2023-03-30 21:20:42.455193057,2023-03-30 21:20:42.455193057,0,0,4,4,17,5576,17,2023-03-30 21:19:45.683073389,2023-03-30 21:19:45.683073389,2023-03-30 21:19:45.683073389,2023-03-30 21:19:45.683073389,2023-03-30 21:20:42.455193057,2023-03-30 21:20:42.455193057,2023-03-30 21:20:42.455193057,2023-03-30 21:20:42.455193057,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,0.0.0.0,255.255.255.255,NIL,NIL,NIL,NIL,NIL,68,67,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
9, 0,1,14455727662645440595,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,2023-03-30 21:19:42.887416793,33352,556,2023-03-30 21:19:48.251936566,2023-03-30 21:19:48.251936566,2023-03-30 21:19:48.251936566,2023-03-30 21:19:48.251936566,2023-03-30 21:20:42.416548913,2023-03-30 21:20:42.416548913,2023-03-30 21:20:42.416548913,2023-03-30 21:20:42.416548913,0,0,4,4,6,21072,360,2023-03-30 21:19:48.251936566,2023-03-30 21:19:48.251936566,2023-03-30 21:19:48.251936566,2023-03-30 21:19:48.251936566,2023-03-30 21:20:42.416548913,2023-03-30 21:20:42.416548913,2023-03-30 21:20:42.416548913,2023-03-30 21:20:42.416548913,12280,196,2023-03-30 21:19:48.252854447,2023-03-30 21:19:48.252854447,2023-03-30 21:19:48.252854447,2023-03-30 21:19:48.252854447,2023-03-30 21:20:42.373125579,2023-03-30 21:20:42.373125579,2023-03-30 21:20:42.373125579,2023-03-30 21:20:42.373125579,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,47320,502,NIL,769,0,0,1,133,64,NIL,NIL,NIL,196,NIL
