EXPORT_COUNTER, ZERO, ONE, CRC, FLOWMON_STARTUP_TIME_SEC, FLOWMON_STARTUP_TIME_MSEC, FLOWMON_STARTUP_TIME_USEC, FLOWMON_STARTUP_TIME_NSEC, BYTES, PACKETS, START_SEC, START_MSEC, START_USEC, START_NSEC, END_SEC, END_MSEC, END_USEC, END_NSEC, INPUT_INTERFACE, QUEUE_ID, FLAG_FLUSH, L3_PROTO, L4_PROTO, BYTES_A, PACKETS_A, START_SEC_A, START_MSEC_A, START_USEC_A, START_NSEC_A, END_SEC_A, END_MSEC_A, END_USEC_A, END_NSEC_A, BYTES_B, PACKETS_B, START_SEC_B, START_MSEC_B, START_USEC_B, START_NSEC_B, END_SEC_B, END_MSEC_B, END_USEC_B, END_NSEC_B, L3_IPV4_SRC, L3_IPV4_DST, L3_IPV6_SRC, L3_IPV6_DST, L4_TCP_FLAGS, L4_TCP_FLAGS_A, L4_TCP_FLAGS_B, L4_PORT_SRC, L4_PORT_DST, L4_ICMP_TYPE_CODE, FLAG_MISC, SAMPLING_RATE, SAMPLING_ALGORITHM, MODBUS_UNIT_ID, MODBUS_READ_REQUESTS, MODBUS_WRITE_REQUESTS, MODBUS_DIAGNOSTIC_REQUESTS, MODBUS_OTHER_REQUESTS, MODBUS_UNDEFINED_REQUESTS, MODBUS_SUCCESS_RESPONSES, MODBUS_ERROR_RESPONSES
0, 0,1,13138386661141065700,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,3028,49,2023-03-30 21:19:44.555157327,2023-03-30 21:19:44.555157327,2023-03-30 21:19:44.555157327,2023-03-30 21:19:44.555157327,2023-03-30 21:19:54.905294763,2023-03-30 21:19:54.905294763,2023-03-30 21:19:54.905294763,2023-03-30 21:19:54.905294763,0,0,5,4,6,1592,26,2023-03-30 21:19:44.555157327,2023-03-30 21:19:44.555157327,2023-03-30 21:19:44.555157327,2023-03-30 21:19:44.555157327,2023-03-30 21:19:54.905294763,2023-03-30 21:19:54.905294763,2023-03-30 21:19:54.905294763,2023-03-30 21:19:54.905294763,1436,23,2023-03-30 21:19:44.555680330,2023-03-30 21:19:44.555680330,2023-03-30 21:19:44.555680330,2023-03-30 21:19:44.555680330,2023-03-30 21:19:54.864166275,2023-03-30 21:19:54.864166275,2023-03-30 21:19:54.864166275,2023-03-30 21:19:54.864166275,192.168.88.250,192.168.88.254,NIL,NIL,---AP---,---AP---,---AP---,34152,502,NIL,769,0,0,1,NIL,20,NIL,NIL,NIL,20,NIL
1, 0,1,10076670331643175062,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,33622,541,2023-03-30 21:20:01.976053253,2023-03-30 21:20:01.976053253,2023-03-30 21:20:01.976053253,2023-03-30 21:20:01.976053253,2023-03-30 21:20:06.769417959,2023-03-30 21:20:06.769417959,2023-03-30 21:20:06.769417959,2023-03-30 21:20:06.769417959,0,0,5,4,6,19222,316,2023-03-30 21:20:01.976053253,2023-03-30 21:20:01.976053253,2023-03-30 21:20:01.976053253,2023-03-30 21:20:01.976053253,2023-03-30 21:20:06.769417959,2023-03-30 21:20:06.769417959,2023-03-30 21:20:06.769417959,2023-03-30 21:20:06.769417959,14400,225,2023-03-30 21:20:01.976055202,2023-03-30 21:20:01.976055202,2023-03-30 21:20:01.976055202,2023-03-30 21:20:01.976055202,2023-03-30 21:20:06.769118417,2023-03-30 21:20:06.769118417,2023-03-30 21:20:06.769118417,2023-03-30 21:20:06.769118417,192.168.88.250,192.168.88.252,NIL,NIL,---AP---,---AP---,---AP---,54458,502,NIL,769,0,0,1,NIL,225,NIL,NIL,NIL,225,NIL
2, 0,1,13138386661141065700,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2872,46,2023-03-30 21:20:09.790487587,2023-03-30 21:20:09.790487587,2023-03-30 21:20:09.790487587,2023-03-30 21:20:09.790487587,2023-03-30 21:20:20.141331905,2023-03-30 21:20:20.141331905,2023-03-30 21:20:20.141331905,2023-03-30 21:20:20.141331905,0,0,5,4,6,1592,26,2023-03-30 21:20:09.790487587,2023-03-30 21:20:09.790487587,2023-03-30 21:20:09.790487587,2023-03-30 21:20:09.790487587,2023-03-30 21:20:20.141331905,2023-03-30 21:20:20.141331905,2023-03-30 21:20:20.141331905,2023-03-30 21:20:20.141331905,1280,20,2023-03-30 21:20:09.791338956,2023-03-30 21:20:09.791338956,2023-03-30 21:20:09.791338956,2023-03-30 21:20:09.791338956,2023-03-30 21:20:20.101120691,2023-03-30 21:20:20.101120691,2023-03-30 21:20:20.101120691,2023-03-30 21:20:20.101120691,192.168.88.250,192.168.88.254,NIL,NIL,---AP---,---AP---,---AP---,34152,502,NIL,769,0,0,1,NIL,20,NIL,NIL,NIL,20,NIL
3, 0,1,10076670331643175062,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,26162,421,2023-03-30 21:20:27.210852199,2023-03-30 21:20:27.210852199,2023-03-30 21:20:27.210852199,2023-03-30 21:20:27.210852199,2023-03-30 21:20:30.922836978,2023-03-30 21:20:30.922836978,2023-03-30 21:20:30.922836978,2023-03-30 21:20:30.922836978,0,0,5,4,6,14962,246,2023-03-30 21:20:27.210852199,2023-03-30 21:20:27.210852199,2023-03-30 21:20:27.210852199,2023-03-30 21:20:27.210852199,2023-03-30 21:20:30.922836978,2023-03-30 21:20:30.922836978,2023-03-30 21:20:30.922836978,2023-03-30 21:20:30.922836978,11200,175,2023-03-30 21:20:27.211794145,2023-03-30 21:20:27.211794145,2023-03-30 21:20:27.211794145,2023-03-30 21:20:27.211794145,2023-03-30 21:20:30.922750628,2023-03-30 21:20:30.922750628,2023-03-30 21:20:30.922750628,2023-03-30 21:20:30.922750628,192.168.88.250,192.168.88.252,NIL,NIL,---AP---,---AP---,---AP---,54458,502,NIL,769,0,0,1,NIL,175,NIL,NIL,NIL,175,NIL
4, 0,1,17732036128857544588,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,137,1,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,0,0,5,4,17,137,1,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,2023-03-30 21:20:31.822144036,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,192.168.88.1,255.255.255.255,NIL,NIL,NIL,NIL,NIL,5678,5678,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
5, 0,1,17547548450214135100,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,11088,180,2023-03-30 21:19:43.543918030,2023-03-30 21:19:43.543918030,2023-03-30 21:19:43.543918030,2023-03-30 21:19:43.543918030,2023-03-30 21:20:43.013264074,2023-03-30 21:20:43.013264074,2023-03-30 21:20:43.013264074,2023-03-30 21:20:43.013264074,0,0,4,4,6,6480,108,2023-03-30 21:19:43.543918030,2023-03-30 21:19:43.543918030,2023-03-30 21:19:43.543918030,2023-03-30 21:19:43.543918030,2023-03-30 21:20:43.013264074,2023-03-30 21:20:43.013264074,2023-03-30 21:20:43.013264074,2023-03-30 21:20:43.013264074,4608,72,2023-03-30 21:19:43.545819721,2023-03-30 21:19:43.545819721,2023-03-30 21:19:43.545819721,2023-03-30 21:19:43.545819721,2023-03-30 21:20:42.971329479,2023-03-30 21:20:42.971329479,2023-03-30 21:20:42.971329479,2023-03-30 21:20:42.971329479,192.168.88.250,192.168.88.251,NIL,NIL,---AP---,---AP---,---AP---,49760,502,NIL,769,0,0,1,NIL,73,NIL,NIL,NIL,72,NIL
6, 0,1,14455727662645440595,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,26396,436,2023-03-30 21:19:44.551143617,2023-03-30 21:19:44.551143617,2023-03-30 21:19:44.551143617,2023-03-30 21:19:44.551143617,2023-03-30 21:20:44.181296452,2023-03-30 21:20:44.181296452,2023-03-30 21:20:44.181296452,2023-03-30 21:20:44.181296452,0,0,4,4,6,16192,274,2023-03-30 21:19:44.551143617,2023-03-30 21:19:44.551143617,2023-03-30 21:19:44.551143617,2023-03-30 21:19:44.551143617,2023-03-30 21:20:44.181296452,2023-03-30 21:20:44.181296452,2023-03-30 21:20:44.181296452,2023-03-30 21:20:44.181296452,10204,162,2023-03-30 21:19:44.551926971,2023-03-30 21:19:44.551926971,2023-03-30 21:19:44.551926971,2023-03-30 21:19:44.551926971,2023-03-30 21:20:44.139627988,2023-03-30 21:20:44.139627988,2023-03-30 21:20:44.139627988,2023-03-30 21:20:44.139627988,192.168.88.250,192.168.88.253,NIL,NIL,---AP---,---AP---,---AP---,47320,502,NIL,769,0,0,1,83,80,NIL,NIL,NIL,162,NIL
7, 0,1,11768789151576669133,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,6560,20,2023-03-30 21:19:48.287515384,2023-03-30 21:19:48.287515384,2023-03-30 21:19:48.287515384,2023-03-30 21:19:48.287515384,2023-03-30 21:20:45.726617645,2023-03-30 21:20:45.726617645,2023-03-30 21:20:45.726617645,2023-03-30 21:20:45.726617645,0,0,4,4,17,6560,20,2023-03-30 21:19:48.287515384,2023-03-30 21:19:48.287515384,2023-03-30 21:19:48.287515384,2023-03-30 21:19:48.287515384,2023-03-30 21:20:45.726617645,2023-03-30 21:20:45.726617645,2023-03-30 21:20:45.726617645,2023-03-30 21:20:45.726617645,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,0.0.0.0,255.255.255.255,NIL,NIL,NIL,NIL,NIL,68,67,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
8, 0,1,13138386661141065700,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2872,46,2023-03-30 21:20:33.939640241,2023-03-30 21:20:33.939640241,2023-03-30 21:20:33.939640241,2023-03-30 21:20:33.939640241,2023-03-30 21:20:44.289296916,2023-03-30 21:20:44.289296916,2023-03-30 21:20:44.289296916,2023-03-30 21:20:44.289296916,0,0,5,4,6,1592,26,2023-03-30 21:20:33.939640241,2023-03-30 21:20:33.939640241,2023-03-30 21:20:33.939640241,2023-03-30 21:20:33.939640241,2023-03-30 21:20:44.289296916,2023-03-30 21:20:44.289296916,2023-03-30 21:20:44.289296916,2023-03-30 21:20:44.289296916,1280,20,2023-03-30 21:20:33.940464079,2023-03-30 21:20:33.940464079,2023-03-30 21:20:33.940464079,2023-03-30 21:20:33.940464079,2023-03-30 21:20:44.247006781,2023-03-30 21:20:44.247006781,2023-03-30 21:20:44.247006781,2023-03-30 21:20:44.247006781,192.168.88.250,192.168.88.254,NIL,NIL,---AP---,---AP---,---AP---,34152,502,NIL,769,0,0,1,NIL,20,NIL,NIL,NIL,20,NIL
9, 0,1,13729796800892758337,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,804,4,2023-03-30 21:20:47.239120802,2023-03-30 21:20:47.239120802,2023-03-30 21:20:47.239120802,2023-03-30 21:20:47.239120802,2023-03-30 21:20:50.245843319,2023-03-30 21:20:50.245843319,2023-03-30 21:20:50.245843319,2023-03-30 21:20:50.245843319,0,0,5,4,17,804,4,2023-03-30 21:20:47.239120802,2023-03-30 21:20:47.239120802,2023-03-30 21:20:47.239120802,2023-03-30 21:20:47.239120802,2023-03-30 21:20:50.245843319,2023-03-30 21:20:50.245843319,2023-03-30 21:20:50.245843319,2023-03-30 21:20:50.245843319,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,192.168.88.250,239.255.255.250,NIL,NIL,NIL,NIL,NIL,40864,1900,NIL,256,0,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
10, 0,1,10076670331643175062,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,2023-03-30 21:19:42.850164909,33622,541,2023-03-30 21:20:51.358249703,2023-03-30 21:20:51.358249703,2023-03-30 21:20:51.358249703,2023-03-30 21:20:51.358249703,2023-03-30 21:20:56.117462846,2023-03-30 21:20:56.117462846,2023-03-30 21:20:56.117462846,2023-03-30 21:20:56.117462846,0,0,5,4,6,19222,316,2023-03-30 21:20:51.358249703,2023-03-30 21:20:51.358249703,2023-03-30 21:20:51.358249703,2023-03-30 21:20:51.358249703,2023-03-30 21:20:56.117462846,2023-03-30 21:20:56.117462846,2023-03-30 21:20:56.117462846,2023-03-30 21:20:56.117462846,14400,225,2023-03-30 21:20:51.359034607,2023-03-30 21:20:51.359034607,2023-03-30 21:20:51.359034607,2023-03-30 21:20:51.359034607,2023-03-30 21:20:56.117357483,2023-03-30 21:20:56.117357483,2023-03-30 21:20:56.117357483,2023-03-30 21:20:56.117357483,192.168.88.250,192.168.88.252,NIL,NIL,---AP---,---AP---,---AP---,54458,502,NIL,769,0,0,1,NIL,225,NIL,NIL,NIL,225,NIL
